"Story","Title","Result","Date","Stability","Duration (s)"
"CRUD para la gestión de reservas","Validar que se realice actualizaciones en los datos de la reserva","FAILURE","2023-10-24T10:50:03.027-05:00[America/Lima]","0.0","6.27"
