"Story","Title","Result","Date","Stability","Duration (s)"
"CRUD para la gesti�n de reservas","Validar se realice la busqueda de las reservas","ERROR","2022-01-19T16:10:38.505-05:00[America/Bogota]","0.0","7.47"
